user_id,first_name,last_name,age,gender,strikes
4e53d247-8442-4107-a91a-64a6cf0d2475,Leah,Warner,89,M,2
d5631144-4a70-47dd-9ee6-d3ce9528dd60,Susan,Rivera,35,M,3
8c547426-6006-4d50-8b06-5fbfb32f8004,Gina,Baker,84,F,3
be17ed7b-7355-4ce9-a287-bc2ce502d92f,Michelle,Mora,79,M,2
a9445f0a-fc8a-4413-873f-b3ea1255c89b,David,Stewart,43,M,1
fbcccc8f-3b38-40e0-9594-5f71211f7cec,Joshua,Zhang,66,M,2
82cd0e1d-bc87-416f-a081-a071608d9d16,Veronica,Perry,49,M,2
24de2b31-6df2-4d12-a4be-ad40793f0bbc,Timothy,Thompson,66,M,0
a56bfcd9-0e19-4813-a614-b1c2a0b66006,Jessica,Johnson,77,F,3
a966a161-673a-4da9-ab31-e3fa1aa6d29b,Richard,Whitaker,20,M,0
404cbd87-e272-46bb-a8a8-fa9b5a650353,Kaitlyn,Mcmillan,66,F,1
d9983c47-cc65-4592-9fed-552f5c59ca2a,Terry,Bauer,63,F,3
8881ddb7-c6b1-4d95-bdb5-75647e80e027,Timothy,Powell,59,M,3
43acb060-91ba-44e3-810f-8ad9a408948c,Tanner,Young,38,F,1
963ef125-e092-4de8-9d9b-53b2f723907d,Wendy,Baird,43,M,1
15824c00-818b-4ce2-848d-6aef95ff3190,Mariah,Morgan,89,F,2
9e2b1489-97c2-4929-a9ee-1d1f2b6db104,Barbara,Douglas,25,F,1
38e0d175-429e-471c-9a94-a2ed7c9d576e,Hannah,Franco,21,M,0
5c30ca66-e0a6-451d-ba2f-f03f9de6d0bd,Jacob,Trujillo,36,M,0
0f1664ba-4946-4179-8b2d-3aae79aeb910,Christian,Long,68,F,2
43456efc-0a39-42f0-967f-a2171f2237ce,Benjamin,Haynes,71,M,3
afb1249c-e2d1-4485-8f4a-adeeacf6cfd2,Samuel,Clark,63,M,0
6ab6943e-4532-4107-8a77-d22c143a345a,Toni,Smith,28,M,1
c91e3ea6-6b7f-43b8-9a85-8c0de60d78a3,Frank,Richardson,54,M,2
1cf35b40-36cb-451f-bdd6-057088e2dc69,Autumn,Cook,62,M,0
f0e43687-2e42-4d59-81ba-76d1ffc4fce4,Shawn,Robinson,58,F,2
49166583-e8d3-4196-a0d1-97fc8a40e9ea,Carmen,Lynch,86,M,3
96a93cf8-e988-4bae-9e33-aa91aa8cd6bd,Aaron,Smith,24,F,2
f59e17dd-874b-405a-a059-8a59e59d37f4,Julia,Smith,82,M,3
ca388725-c8ab-4ef8-b660-f3dbdc772aa6,Virginia,Perry,45,M,1
ae1a1202-8235-45a1-9ecc-cd7f1669cc89,Amy,Brown,66,F,2
7066c132-8572-405b-834f-a9c43e8bbc20,Stacey,Brown,41,F,2
b70716f4-5bc3-4630-add7-f90e0a3f64a6,Laurie,Garcia,52,M,1
9355b746-4377-468d-819b-f051a64ccab8,William,Zimmerman,19,M,2
6a017728-8fc9-42a8-b3ff-c4ca3b3d2a54,Brenda,Dougherty,57,F,2
f913db66-1f87-4b96-bdb2-5809864eb89d,Michael,Osborn,43,M,0
96665b95-11ea-4f89-87b0-27fc918c4316,Roger,Evans,30,M,1
008e3b60-cab8-4942-abdc-166144082337,Nathan,Gonzalez,72,F,3
c58cf91e-38fe-466c-bdf5-78978a9a99da,Thomas,Reyes,38,F,2
6461ee6f-6beb-4311-832c-760a565cd86b,Terry,Hall,55,F,1
30ffba9e-7d78-4171-96ed-808d6a53810a,Lori,Turner,73,M,1
f6eef84c-9854-42d7-98f6-977c66cd64cc,Stacy,Fuller,79,F,2
d55c2630-4392-45b0-b63f-cce7c059e70b,Karen,Cardenas,75,M,2
6052dffb-5e5f-4cde-a05c-6f9b7a9f7e3a,Kelly,Hall,30,M,2
2c17ab4d-08e0-47ea-a383-20d654b7009c,Danny,Moore,43,F,3
5b50c1b3-ed27-4144-92ff-972ce83556b2,James,Brooks,25,F,0
348b596f-68ee-43af-96d6-0cd82f826d31,Patricia,Marquez,75,F,3
cfa55d5f-9223-44b3-808f-36f80b6018c8,Tyler,Hood,47,F,0
1603a3d2-c93b-412a-b4c5-7a00da1788b0,Chad,Fisher,48,F,3
2044c973-bad5-4e25-bb90-e3eb7ffd8548,Timothy,Hernandez,31,M,2
20999a7d-d551-44b7-ade5-0e06d0e19410,Penny,Patterson,21,M,1
0a357265-2182-4655-a56a-be3c5ae3abfa,Justin,Martinez,47,F,0
90bfebd3-f23d-4367-b27e-7a9c5bcc62b0,Timothy,Waters,75,M,2
204206fd-a736-438a-9bf0-f1ea2ba37aac,Lisa,Nichols,23,F,1
d5e334cb-0855-4c8e-9817-eb49b57b2ae0,Peter,Jones,66,F,1
9b6fb415-8e7c-4f73-9c45-06e50f2d59be,Patricia,Smith,25,F,2
a16a3e65-e35b-435b-89b6-d308bf740a21,Paul,Thornton,58,M,0
e91408db-6e00-40c5-9f77-689720798bbd,Adam,Duffy,83,F,3
8a9022f1-f6e1-454b-9b7f-908361391cba,Amanda,Haynes,47,F,1
63a8fe79-0f40-4ddc-88ad-102d1c660fb6,Sarah,Brown,38,F,2
504fdf1c-421a-43c8-8728-f6418f7fed93,Brandy,Peterson,49,F,3
0431186c-fc0c-477e-8df5-ebb2e1d8b95d,Jeffrey,Ward,59,M,1
16768ef4-ca6c-45f0-98b9-372708fd4280,Bethany,Beasley,18,F,1
