user_id,first_name,last_name,age,gender,strikes
f22b5d75-f1aa-4b4d-bda7-433dd3444206,Aaron,Foster,76,F,3
f948ff23-2853-473e-8c9d-7cf6109a25df,Caroline,Pugh,63,F,2
62b39a30-8976-486a-b2cc-688af82a23e2,Tina,Barnes,32,M,0
39dcaedd-b2a2-4402-a74e-f016231400ea,Curtis,Hensley,61,M,1
582a6558-dbc0-42d2-a520-31390c780352,Michael,Coleman,76,M,0
9c4dc692-6abd-4d0c-8070-da1f6f9157d3,Anne,Clark,28,F,0
351c9077-911d-42ef-ad89-7c8161054f79,Scott,Fischer,75,M,1
975dc637-f8dc-40ab-b243-29e326b8f68d,Barry,Cruz,42,M,2
cc1d6431-d72c-418c-a9e6-25e178ebbfc2,Hannah,Sutton,89,M,0
7df88630-699d-43ab-9321-0706f59900ff,Andrew,Kramer,52,M,3
6f1844e3-a38b-41ff-aa95-088ce5f5f06c,Cheryl,Tucker,36,F,0
7bd873fa-2873-4ea7-9380-2d48036513e1,Annette,Hill,81,F,1
199082a8-d2b4-4100-a327-45c63ba9fd9d,Melissa,Collins,77,M,2
438bde26-9ce9-40c2-b94e-4b7a89f7a704,Teresa,Lopez,18,F,1
de4fb7f6-a00f-4a07-a4dd-f9bb0fd10c35,Jeffrey,Rodriguez,70,F,3
c2dfb19f-1535-4318-bbd0-96ee0c272a1f,Sandra,Wilson,29,M,1
3aa352f4-bd90-4015-a6b7-fcc3ba6c0a19,Lauren,Gonzalez,32,M,3
722fb627-7687-4c47-bc81-c54fc3b5c501,Ashley,Murphy,69,M,0
5b17f09b-10ce-4201-a738-45b76656077d,John,Duncan,31,F,0
35eba543-f5fb-4777-9f3b-620dd12a7295,Robert,Johnson,69,M,3
c10f9021-079d-4e49-86c5-c846880d775a,Kathleen,Sanchez,71,F,2
616997e5-a7db-4e5e-a771-0b0f381d7768,Kyle,Lane,26,F,3
0f89b3dd-d147-4f0b-88af-77e3c78da45a,Melanie,Bentley,84,M,2
b9c80845-45ca-44bb-8467-28070b794034,Gail,Morris,41,M,1
3b3e907b-f2d0-4f30-ba13-13fe16d59920,Kevin,Lambert,25,M,3
fad248ed-4978-4aa9-9cc3-c219ed3e25c0,Kimberly,Young,43,F,2
8c182ebb-da59-4027-9192-a1940fa6cf7c,Mindy,Aguilar,50,F,3
169e8883-aa46-498d-bef7-9ebfd04a3008,Kimberly,Meyers,64,M,2
f7a6d98a-c456-44a6-ab21-31d4c04414e0,Crystal,Harris,54,M,3
91e9ceb3-7069-4b7e-be12-96e13d076bd8,Adam,Farmer,75,M,2
c524e0ac-c0ab-4448-a4d3-5681000a9be2,Philip,Jones,59,M,1
e0a43eb0-2e89-4bb4-a009-fcddacdd3073,Brian,Valencia,47,F,2
2e68319c-40e1-4872-b00f-e0fde0231126,Isabella,Greene,19,F,3
bc5c24c4-1568-42b8-87b1-5f3c05e3a9e4,Rachel,Barrera,42,M,3
69778255-8f4b-4de3-92d8-4a78c7493c88,Travis,Miller,38,F,1
c8e5ef5b-5120-416c-8a73-8a38e7d6f5eb,Shelby,Phillips,20,M,2
983140c8-6b2d-4f36-99dd-8c2f088ab84c,Joseph,Myers,78,M,3
4339bfac-6e23-4cf9-b7bd-0c9749d401c3,Andrew,Sanders,86,M,3
06b441ec-7e1b-4c82-b6f4-4ece1355f30f,Jessica,Faulkner,33,M,3
3c7c4f71-5d0b-469b-ad17-69d6463bc796,Brittany,Nunez,81,M,3
66504578-e852-4538-9ef2-9383db4d5309,Brandon,Sutton,62,F,1
c3aff4cf-62af-4587-8a57-f8236fcf0da5,Adrian,Smith,35,F,0
4aafabf5-486c-44c0-8459-677b4ef93107,Patrick,Chapman,87,M,1
aa8c8027-7a12-43f2-87a2-1dd04b337310,Elizabeth,Love,38,F,0
d269afd1-501f-4327-b918-0997c985d326,Katelyn,Olson,33,F,0
6e153064-2fb0-4f80-87f1-d735e90b24bf,John,Jackson,26,M,2
5cdf5dae-0ae6-46b1-8e5b-07b7d79daa2d,Nicholas,Jones,39,F,1
d4ab350a-77ff-4aa6-8ae0-17803688965a,Michael,Haley,27,F,1
74588577-947e-4887-beef-93259f5e39fb,Erica,Cain,23,M,0
9206887d-ad45-4e54-bbf9-8362e70ab389,Donald,Jones,75,F,3
34871087-6b7a-4e52-b98e-ac2f2794c0d5,Stephanie,Bailey,67,M,3
bbc234b9-3182-4ede-ab4a-316ffd175534,Kenneth,Nelson,43,M,3
1b0cb7b1-01b1-4378-8660-7c7973b62f9d,Sean,Miller,44,F,2
81c2690f-769a-4174-a541-692681c13b76,Tammy,Johnson,42,M,3
a657cc59-303e-44ab-96ef-ccaa04ccbf36,Richard,Howard,43,F,1
b620bb95-8c2c-485e-902e-9cdb42909bdc,Tamara,Parker,81,M,3
11c076d1-04b7-4c5a-b4fd-81ff86812e1a,James,Lamb,85,M,0
e69a7410-a1e4-4793-83fe-087a8ae6fffa,Michael,Green,30,M,1
649584d0-108f-4c4a-b20f-efa13e9c09e6,Brittany,Scott,60,F,1
4c089c6f-52b0-481d-8b19-92b5ec5670f8,Wendy,Pena,60,M,2
b42902f2-a797-4011-96bc-77c51f981254,Jason,Schroeder,24,F,0
df8caeae-150a-4b1f-bcc9-677d99de249d,Rachel,Griffin,46,M,1
87a990d3-b300-4b3f-a206-cf3f2e0ffcd7,Chelsea,Hayes,34,F,1
b2bb1be7-5b82-4f69-a7f6-28e57d425c2c,Jose,Adams,30,F,3
7738155c-2e39-43e3-8715-aa3870c371c1,Jeremiah,Freeman,68,M,2
10f2f823-f96f-4a27-beb9-93e513cd00d8,David,Stanley,35,F,0
51707aa9-e2e1-4c24-9ea6-75ae0c825ccb,Sarah,Mckinney,72,F,1
f698dca6-b3dd-4b39-81fc-37f1983bf1e2,Darlene,Huber,65,M,3
7051989b-45ad-4ecc-ab4c-266be9e85471,Anthony,Jones,90,F,3
90315c34-0f06-4942-b8ee-c32af6cf51cf,Richard,Anthony,44,F,0
fb3eb970-8fae-4d98-826c-3034ed7e149b,Richard,Thornton,70,F,1
7b396d36-9892-450f-b37e-c5429e409b5d,Marissa,Juarez,67,F,2
a497cbc8-6042-4803-9800-c4f179a432b8,Michelle,Herman,73,M,0
2ca133f1-fd79-43c7-9164-cfdc4397125f,Lee,Mercado,47,F,3
38157e30-18e2-4bf0-89e9-165c3cdfc846,Denise,Reynolds,29,F,0
0ea58d34-7edb-43ee-99f7-62b1ae6de7f1,David,Abbott,28,M,2
0f4ee61f-caeb-4b63-912b-2cec670c2def,Michael,Holland,47,M,3
7cbf6b95-9e68-4422-8178-aed09c37f391,Casey,Patton,48,M,3
97efdd2e-5b35-4640-8f2c-c19c8b1dc370,Terri,Arias,41,M,0
f65e6d6a-4cc7-4a64-8763-f0560a9c1e27,Amber,Roy,73,F,0
dff46f09-98bc-4cd0-a99a-6925a7a07098,Scott,Kelly,69,F,3
9f72efc0-76cc-458f-a23a-c22a8557b0b6,Emily,Holland,66,M,2
645c2ca6-985a-437a-88e8-a5431cf84578,Walter,Vaughan,82,F,0
203a648b-3811-4cf1-b1fb-fafa05f192c8,Scott,Harris,18,M,1
61a45234-0fa9-4e1d-b88a-648fd799c2f5,Marcus,Johnson,73,F,3
ad5ddf3e-c8b6-49e2-bc54-eda683d8dad0,Jeff,Oneill,41,F,3
7057d006-edad-4602-a1d6-ea63a8b1ede4,Stephanie,Payne,42,M,2
e64b3d29-859a-4fff-91bb-72afe7976876,Nathan,Wright,39,F,3
15374697-4f29-4499-bcf4-271cb2bffdf8,Robert,Cook,80,M,1
a6828e25-aa46-4df6-971b-19fe5782b143,Lacey,York,40,F,1
2f3de459-0bec-4c3e-9a6a-6d9a3d71fb3e,Jordan,Day,27,F,2
db8d80e3-3a5e-4242-85f8-8fbc3b95c7b8,Gary,Simpson,75,M,2
03cfd32a-a67e-4726-bad4-e18a853188e7,Sue,Hobbs,75,F,2
5852b41f-75a2-4898-86ec-f56997e5f8d0,Lisa,Mcdaniel,51,F,2
ef213442-16b2-4af4-b02b-d22ee84c7fca,Anna,Moody,76,F,1
46764f80-7091-4026-933c-5ec2909b058b,Kevin,Fitzgerald,67,F,1
322a99d2-f555-42a6-9037-deb33721e926,Briana,Stephenson,86,F,3
9f382713-3d1e-47c3-a8d6-31b1aab4a0b6,Crystal,Chapman,73,F,0
1f3360e9-9d87-46b4-908c-5ef2358a42c3,Angelica,Benitez,77,F,1
f2c69f27-c388-40d6-a7b5-9e1292c0debd,Raymond,Taylor,80,M,3
60ffacfa-8595-4e47-928f-378eceb8d4bd,Sara,Jordan,74,F,2
9afc0901-14ef-416d-ba98-f5f5f537ad3d,Carol,Dunn,39,F,0
d9abcb9d-b99e-4b6b-8f19-a245ad527f8d,Matthew,Navarro,24,M,3
2b2d65c8-3f6a-42e4-9a6e-6a52f6b4d8de,Darren,Lee,64,M,3
6631afc6-4ee0-4df5-9d18-c30b5a8fb394,James,Dean,66,M,3
6c5f534f-f375-4fbc-9d58-d590b4ddcbcd,Travis,Mason,19,M,1
971ca4b4-738f-4919-9c37-828722d05468,Amanda,Sullivan,46,M,2
3a6c311b-4930-4b1f-83eb-d781bd607775,Kathryn,Bell,90,M,3
93aa807b-317f-4e36-9572-962c58657ee1,Heather,Rose,52,M,3
31000a56-0efa-47af-859f-69cb1d6dbddd,Mark,Downs,78,F,0
cb2fe4b0-717e-48a4-bda6-5ca57cd28dfd,April,May,24,M,0
1963af02-935a-4ec0-942f-9dde76ce3e73,Lauren,Rios,26,M,0
2e95334e-bce6-4fd9-b007-d4107c9b4f11,Amy,Hernandez,43,M,0
a8056a8e-4920-40b0-89f7-b777a9d7479a,Alan,Dominguez,72,F,2
edd31351-8177-4bd0-8bbf-fa1c4f25421f,Todd,Odom,23,F,2
9bedc616-0b2f-4cd0-b1ad-fccb15468bfe,Chad,Cannon,65,M,1
3e56bc9f-e633-4b0b-9bcc-270b96a0d6db,Steven,Martinez,53,F,0
08670951-c5b9-4baa-a628-efa3e6b4d131,Nicole,Donaldson,43,M,2
7ee55673-1fc5-4b1f-8d1a-698d4d25cc25,Ana,Lawrence,22,M,2
4f89cf50-5175-41c8-8fb5-70534829a62c,Daniel,Lynn,71,F,1
38098448-970e-4993-ae5c-74885d3e0256,Erika,Chavez,30,F,0
dc7c6ea5-28bd-40c5-8f44-32349e6bdc01,Michael,Fritz,25,M,3
1cd20e10-839e-4cbd-b7ce-90d0efd969dd,Sarah,Scott,54,M,0
ba2fc634-0f98-4ada-b27e-9f74ec4d09d7,Joshua,Russell,54,M,0
19277c78-05e6-495e-a1de-a3552cfed72b,Kevin,Cox,67,F,3
7dcaa0e4-b052-4eb6-b0fb-82be535adb80,Sandra,Rivera,88,F,1
a8b1e180-9ff7-4172-b474-24bb1346e701,Brooke,Lewis,19,M,1
387ba2f7-b769-46f3-bd7d-ff75d35bf495,Patricia,Williams,80,F,0
830b8bbd-ae4c-461b-9e0c-9d712763f1d7,Kathleen,Willis,31,M,2
0e4da374-0989-4286-967d-25393b4557e2,Melissa,Sanders,40,F,3
aa3ee02f-0da2-4984-ad87-84328d2f6a45,Amy,Stevens,59,M,1
95dc8308-9d06-40f2-87cb-3e2a61f42e67,Kimberly,Davis,26,F,3
0ad88de9-675d-461c-836e-f2d497e5bcc7,Shawn,Lopez,51,M,1
3e47acbc-abfc-4cd8-9ebd-c8d3ff5485bc,Ann,Smith,34,M,2
78faad28-6554-4b13-b601-c8497e1bb3fd,Brian,Walker,44,F,0
f7da10c9-0a4c-4f39-a100-908b82337756,Brandy,Hicks,20,F,2
18177781-7dab-45bd-9acd-490c6286a3ac,Katherine,Cunningham,79,F,3
3e2effeb-f20f-4709-86c7-6559c4915492,Teresa,Clements,85,M,2
b65ffd16-2bde-4ec3-8e52-646e79f3a760,Thomas,Ramirez,33,F,3
21b72457-ba55-4d72-ad16-51aefc8a1ded,Shawn,Gallegos,81,F,3
a14cf2fa-b6ea-496d-acaf-58bed22fd997,Christopher,Sullivan,19,F,3
bb1f3a6b-82d0-4e1c-99d1-d7f4b3313a23,Brian,Howe,23,M,1
32b70071-a22d-45cc-85f7-eadd1d7f29b6,Dean,Adams,36,F,0
36dcfca6-ef16-4441-b6bb-f2d09add3af1,Brittany,Mccarthy,78,F,0
0333540b-1a08-4e7c-ba3a-f92f3b94f8e0,Heidi,Johnson,56,M,2
998e8cd6-cb4d-4803-832b-875ca8106603,Christopher,Ortiz,59,M,2
21ff3c24-2326-41b2-b7ff-343232ec687d,Leslie,Armstrong,58,M,2
bd58b4e6-1d41-4282-8688-46cce23e5d2d,Katherine,Rodriguez,78,F,3
32530319-740a-4a0a-847d-08792bd6af37,Crystal,Callahan,73,M,2
15d39dae-7646-401a-a386-7a613482e77b,Brenda,Hernandez,40,M,1
68893ac2-aeef-4606-8860-83d1cd94be8f,Mary,Watts,34,F,2
d4127f92-df8d-4f94-822d-ccd56089ce3d,Kevin,Harris,43,M,1
90ae1bc7-fb5a-44f6-9532-0f87783c5a35,Mary,Berg,54,F,3
638f661d-dd28-4b53-9651-f2c98d6cfd5d,Riley,Johnson,56,M,2
87145bfb-4842-4715-8117-111831247c8a,Paul,Higgins,90,M,3
d9733d02-06c5-4cbd-a18e-882e368515b1,Lisa,Escobar,45,M,0
e128e17c-b6fe-4466-9bfb-bb5b7e300d19,Christopher,Sullivan,40,F,0
6b73d123-26b4-4e77-a58b-ba8d179309f4,Joseph,Webb,31,F,0
c454bf9e-c964-491a-859f-34f2dfe8a123,Kristen,Davis,50,M,1
06bb3e53-1a63-410f-9ddd-863b98de9300,Rodney,Mahoney,84,M,3
f56a02f3-36cb-4931-8a77-1c928beb7ca0,Diana,Stuart,72,M,2
e785cbd1-90c1-465e-b184-cf4303e0a503,Christina,Scott,30,M,3
f191db26-cc5b-4909-a254-578d2c0079db,Jodi,Brooks,32,M,2
cc651b60-0971-4758-962a-fe098c80955c,Ashley,Ferguson,32,M,2
ca871a34-c0c7-4030-aab6-2bbc93fc7c51,Sarah,Burton,28,F,3
8a3094b4-34d1-4c50-995a-335ce3c66bb3,Catherine,Barnes,28,F,0
4cb8c6d6-a436-4cff-a47e-e32a24399c97,Jennifer,Bowers,56,M,3
bdeb38c3-38ef-46fc-b510-07241a0623d9,Vanessa,Kemp,59,M,0
6efb9b85-2a3b-4a23-b551-8a395f52678a,Kevin,Reed,32,F,1
0e556541-2389-4c09-a7bd-6db63b13aa5c,Shirley,Pearson,37,M,3
97aa5564-12db-43c1-9299-04fd5c3b0737,Steven,Gates,25,F,2
332bfa72-f783-4f2c-bfd4-3c27431c6d74,Bruce,Harvey,69,F,3
db5c443d-c884-4ad5-b82a-4b161d4d7594,Jeff,Anderson,27,M,1
dc33262e-3e3d-4f9a-8e18-f72f3ba1960c,Sherri,Campbell,32,F,3
c61433e6-1de4-47b8-bf95-cbf4221d872d,James,Schmidt,35,F,2
60124d7f-8d33-4e66-a07e-f85b18d359c4,Cory,Harper,61,M,2
37e5c09c-66bd-4b22-af8c-c68887888715,Cathy,Kline,34,M,0
8c16745c-1188-4f8c-9ff7-7622aeb02fc6,James,Torres,45,F,2
5e4dbf6b-6216-4597-8826-f651544e2925,Danielle,Harrison,86,F,2
0f2af120-d8c1-4c3e-9e48-e2a934cb6a39,Keith,Stewart,31,F,2
66d3f5eb-279d-4e74-8e85-c9663e0a8e3b,Natalie,Cochran,84,M,0
dec75b39-5914-4e5e-89dd-533f777e5e71,David,Anderson,68,F,3
3533b6c5-7e8a-438e-90d2-e6386e0cd301,David,Atkinson,22,F,1
03f4a9c4-b014-48c6-83a6-833834e9d608,Joshua,Brennan,44,M,3
85eb407c-0230-47ec-920d-ddb76ee662e9,Brooke,Quinn,72,M,0
ad322aae-bd16-4a56-b589-bd1c8fb47e80,David,Ortiz,61,M,0
0baf15ef-143e-467b-8e8c-9d4fda3dcb0b,Lindsey,Collier,20,M,0
74661617-e5c3-4976-9923-14fd83ed8c61,Jeffery,Frazier,32,F,2
4ed30d04-93f5-43d6-8f52-81a990241af7,Jeremy,Smith,61,M,1
8982999d-896d-4e22-b684-62b74c402a4d,Juan,Chang,83,F,0
6a7e9049-edfb-4263-bcb1-78f806561691,Christopher,Mejia,25,F,3
72db95e8-3d61-498c-b17f-867909a71dc4,Jeremy,Mccormick,46,M,2
0c550045-fdc9-43c6-8fd1-0db1d6e5438d,Nicholas,Mclean,83,M,0
01c435d2-4b8d-4c64-bffc-6ffca1edfe9a,Lance,King,22,M,3
701c816e-95fa-4ee5-8a6e-2b58a651dfb2,Richard,Smith,33,M,3
7ee31213-d48e-4ada-9e7b-c65ef83279aa,Jeremy,Murphy,20,F,2
944b442b-459e-4417-bf37-46c8308c4296,Angela,Dean,72,M,2
c03a7539-c409-41cf-b18b-5cde13e7129d,Rebecca,Jacobs,64,M,3
8c198c1c-ff8e-4b21-af99-49a829ea8b16,Amber,Payne,71,M,2
f2ddd274-656f-476a-ae0a-cc437e6eb1d4,Ethan,Page,45,M,3
7de69ca1-ec03-4251-bdb8-d5abd777a8a4,Nicole,Myers,55,M,1
466dfa1d-6f41-4bef-9e55-2952cf09af4f,Jared,Ramos,44,F,1
fe6abfd4-8930-4657-b3d2-f752e59f8ecc,Emily,Garza,90,F,0
b2e1bcfa-df8b-4c14-8e24-b34be01a38d2,Timothy,Smith,31,F,0
e91c2a98-23c8-4cb5-86b1-8bccced33f0c,Tammy,Lynch,65,F,3
f7c57053-f053-40ca-812e-092185d31463,Sean,Vazquez,21,F,1
a91dfe9b-ef96-44fd-9c57-316229cfa75b,Tim,Pratt,67,M,1
d9d8d39b-49aa-4e82-a739-afa5989b45fe,Kylie,Smith,65,F,3
bda2de68-64b8-4240-901e-a85450d82d45,Sheila,Snyder,50,M,1
2aaf953b-2881-4718-b545-e6ac53b58f22,Sarah,Landry,43,F,1
7f923064-ac45-4665-84f2-c6efcabeb137,Andrew,Kelley,62,M,2
137cbed8-75a9-402a-9d14-497ac8fd6e9a,Stephanie,Hunter,21,M,3
c87f62d1-8b97-48e3-aa0c-f5948fd4ba5a,Charles,Kelly,46,F,2
4f71752b-ecf8-48dd-96b5-d2453139de98,Phillip,Miller,47,F,0
a76ef870-d1b3-4e69-924f-82d60b4ad308,Brittany,Grant,59,M,0
5901380f-85df-4819-9410-838437b2cf16,Devin,Mooney,51,F,1
a7b11767-724a-4b0f-8565-8398de9da1f4,Daniel,Lee,19,M,1
b035b035-b2b4-4fd6-bc6d-db9d2b25769e,Brenda,Miller,43,F,2
f19d12ff-155f-43a2-8f25-de4a229b3f77,Nathaniel,Harrison,45,F,1
804c8adc-47ec-4037-b6e3-dd9c2ecb3251,Hannah,Sanchez,85,F,2
8aec5bab-85b6-403b-b649-d5b0e0a6b710,Kristin,Vasquez,32,M,2
3f7653e2-e727-4ebd-84ef-f3cd056e8074,Larry,Dominguez,59,M,3
b1b86fc1-40b9-4814-803c-92e0ada62337,Michael,Wilson,65,F,1
43a36e98-b474-457e-a8e8-e1431bee9c7b,Kristen,Anderson,42,M,1
7a5f6974-d01c-4946-8cb3-55e133ad3e93,Crystal,Stone,66,F,3
fea09fb8-da7f-4dc6-8ca4-86f0af338566,Rebecca,Gonzalez,27,M,2
07ac607c-79ad-47ef-90a8-109cd4b68a05,David,Estes,71,M,0
c66fb968-1865-443a-9dda-c776d98ca51e,Nicholas,Roberts,58,M,2
dadf3ec7-e4bb-4251-98b4-0cf570860e2e,Donna,Gardner,55,F,3
fa36a134-0494-46e6-86f9-275ff49ac56d,Samantha,Rodriguez,54,F,1
c114b223-9c28-4544-96e4-3cc85811c6b0,Jimmy,Simpson,89,M,2
d7c25dc4-bf70-4e1d-9cf3-8e482092467e,Louis,Hardin,61,M,0
eba69642-d42c-45e2-852f-d8dee204d56d,Timothy,Garrett,26,F,0
9ff796d2-e402-4280-b3aa-350bdf9f9424,Michelle,Johnson,56,F,0
003f6631-d3d5-4ad8-b8a0-a39387d1159d,Ashley,Beltran,76,M,1
54418110-49e8-44af-b934-f95b567276cc,Jasmine,Roberts,63,M,3
b5d3c01d-2dfd-4a7b-99b1-a98c3e5cfbbd,Robert,Wheeler,32,M,0
cf07d0b4-174f-4cc1-8944-0a93a581b424,Rhonda,Brown,30,M,1
0581e8fc-cdad-436f-b78a-b3fbbcadd6d6,Susan,Hobbs,44,F,0
2504886a-2932-4738-88ad-5bb9d1c8da73,Brittany,Mejia,79,M,2
54101a8b-a301-45a3-b6c2-c86c576ac76a,Sabrina,Lloyd,37,M,2
1a117493-4777-4caf-8134-fb87ad559829,Renee,Jenkins,41,F,3
93fe79fd-efcf-43cb-bfea-7494b5f4ef17,Jonathan,Garcia,23,F,3
84234380-110f-42bb-a28d-4edbda2e2722,Tina,Martinez,58,F,1
342e1b1c-bd5a-4b70-9071-aabcb18df081,Sean,Wright,75,F,1
2d1d2fb6-a533-46e8-ad8d-de894ae8e3bf,Kimberly,Logan,24,M,2
2bcfc472-4ad6-4989-86ba-82e1ba273972,Jeffrey,Soto,56,M,3
1fe5abcf-3edc-4a1e-8e40-9ab75c8be5cd,Clayton,Curry,37,F,2
c1e02442-fe25-4e6e-8f87-2f93b7f7b1b4,Virginia,Frye,57,M,3
0758f71f-e2ef-49fb-9810-88e634fc25c4,Steven,Zuniga,54,F,0
d6de4c29-3003-48d1-b7a3-a3ee9aa28828,Joshua,Shaffer,80,M,1
d969756f-dcb5-494a-93b4-76bcab45d649,William,Cuevas,66,M,2
2969b105-9e53-4748-953d-d1962b9d1805,Cristina,Avila,83,M,2
71b56adc-de1d-4db1-b2ea-7fc9f483f7be,Erika,Carson,50,M,3
e6405b93-459d-44ab-b546-cf9c769bf5cb,Darren,Mckenzie,30,M,0
51230723-e9f9-4107-9792-fc27cc8aca9d,Michaela,Horton,38,M,3
eee0dc28-40fa-4a64-980c-9e447ff2c20f,Belinda,Ward,41,M,0
aee7ea25-32ce-4cc9-99ed-90451b8213df,Karen,Shannon,38,F,1
ba48dae2-50e1-4897-96ec-7c34589b9635,Tracy,Schneider,26,F,0
fb90e074-cbb4-4970-a305-8c4f8591277b,William,Callahan,60,M,1
12a091a6-f557-4a75-b518-b0827507c1eb,Thomas,Wood,35,F,2
f1803a89-884d-4545-a3cf-142a9dd3155f,William,Watkins,84,M,1
ff34f57c-b97d-480a-91d3-ee11c2762c0a,Michael,Tyler,28,M,2
8fb9a356-52fa-4b9f-a842-a1dfbcc2e1f6,Anthony,Wallace,76,M,2
e801e763-3432-442c-9872-15ead61c3f21,Diana,Jordan,33,F,0
5df317dd-d694-4112-a047-5ba3a4d6445e,Kevin,Perez,28,M,3
d27f26bf-e725-4293-8b7c-e5e6eed326bd,Phillip,Thompson,33,F,2
e145277e-c96a-4e59-a675-0622324c5d54,Lisa,Francis,27,M,1
fd0c6e21-98bd-4af8-8b92-411cd634b35a,Michelle,Cantu,55,M,1
ace2f86f-e6b3-4664-ae0e-2e18b25a731e,Melissa,Walker,59,F,3
80f2aa62-2cee-4682-aedd-399d52730aee,Crystal,Fisher,47,F,1
e8396fda-3bfc-4584-b83f-e4a8199e3e20,Ashley,Robinson,51,F,0
b9917f14-4c31-4c52-ac03-3a0e46015077,Jeremiah,Brooks,22,M,0
d0b3516c-6021-41d7-9cb1-81eb283ad5a9,Samuel,Henderson,46,M,0
b2e19413-f5bc-4334-b326-c63d017c3f58,Brandy,Pittman,71,F,0
f5d17c06-b497-4c4e-80ef-6b34250e08da,Melanie,White,86,F,2
cdb142f1-9c72-4a6e-a097-a7c2ce21db98,Ray,Bowen,26,M,0
73f378b3-910b-4f0f-a00c-3673b61cf536,Maria,Gutierrez,82,M,1
044d436a-2c0a-4541-8ef9-caf4c54bc064,Crystal,Arnold,18,M,3
ea7da2d7-5c77-4d55-a7b6-80786e7f172d,Kim,Nelson,25,F,1
a768f47c-4470-4429-89d8-06e2de523a70,Joshua,Young,70,F,2
192090e4-bdd5-4828-99a0-5c481bb06fa5,Carlos,Hunter,75,M,1
7e14c26f-ab41-4d14-ba3c-9e7165235689,Stephanie,Miles,88,M,1
3c7d1863-0a2c-41ed-afdd-d8b13b311cf6,Lisa,Copeland,50,F,0
2101902c-db04-4182-b485-e4d4acb3ddc0,Carla,Rogers,40,M,3
7c77227f-c7f1-40fe-8f0e-b7d60a6a9eac,Kevin,Patel,40,F,0
5055ff55-d596-4ac2-a993-73630ec2477b,Jennifer,Davis,18,F,3
756605d4-460d-48d7-bb01-0ca928520eda,Nicole,Marshall,67,M,2
a5877add-935e-435b-805d-6a510203b8b0,Julie,Johnson,47,F,3
dbbc4b54-21b9-446f-bd4b-f8baf582fbb2,Christopher,Wilson,52,F,3
7697a774-3b27-49a7-b514-8751b5fdc4de,Angela,Hall,30,F,1
9b54e120-2366-4030-893c-c16385eea4f6,Tony,Fernandez,29,M,0
2a3639ba-0bcb-4c37-8fb3-08bf869329c4,Jessica,Grant,27,F,3
3436a4a3-f95e-4cf0-a1be-a113e7b996fb,Emily,Jones,74,F,0
0c72b7a4-0338-4cec-9577-98eb15950d59,Steve,Burch,70,F,1
8d901a2e-c31f-468e-a734-10d454a36bff,Jasmine,Santiago,85,F,3
f1d54946-767c-48c5-8bf6-aa5f88e07d7e,Isaac,Hernandez,71,F,3
258c3bfb-c2f0-425f-96c0-1aba1c987440,Jacob,Kirk,57,F,1
52db5495-da83-4718-b3fc-4166a614dcce,Whitney,Mayer,52,M,0
35162a5f-4902-4554-81de-ee44e7854ccc,Robert,Martinez,53,F,2
b94dfc71-3d27-42fe-aa13-2fd42058b4c3,Sheryl,Moore,70,M,0
98be6b42-31d8-48ed-abf4-d04b307ff6fd,Maurice,House,71,F,1
ad6d7162-068b-4d91-bde3-4fbda2a554f4,Antonio,Lang,39,M,2
