username,password,user_id
each,6534778900116420,c3aff4cf-62af-4587-8a57-f8236fcf0da5
only,341820462153882,4aafabf5-486c-44c0-8459-677b4ef93107
support,4785180469825358048,aa8c8027-7a12-43f2-87a2-1dd04b337310
buy,4419192039087,d269afd1-501f-4327-b918-0997c985d326
mention,676106746669,6e153064-2fb0-4f80-87f1-d735e90b24bf
weight,2708328595523032,5cdf5dae-0ae6-46b1-8e5b-07b7d79daa2d
west,2584861693888021,d4ab350a-77ff-4aa6-8ae0-17803688965a
news,30056262969682,74588577-947e-4887-beef-93259f5e39fb
professional,4705611630524472,9206887d-ad45-4e54-bbf9-8362e70ab389
during,3595946867807462,34871087-6b7a-4e52-b98e-ac2f2794c0d5
say,4530576640473948,bbc234b9-3182-4ede-ab4a-316ffd175534
artist,2480846108657629,1b0cb7b1-01b1-4378-8660-7c7973b62f9d
wait,6011118503355137,81c2690f-769a-4174-a541-692681c13b76
safe,4944035513915,a657cc59-303e-44ab-96ef-ccaa04ccbf36
fire,4277784839192785,b620bb95-8c2c-485e-902e-9cdb42909bdc
strong,675943475706,11c076d1-04b7-4c5a-b4fd-81ff86812e1a
center,4583413740139664,e69a7410-a1e4-4793-83fe-087a8ae6fffa
stock,573751160652,649584d0-108f-4c4a-b20f-efa13e9c09e6
economic,213129347716854,4c089c6f-52b0-481d-8b19-92b5ec5670f8
everything,4874149282232,b42902f2-a797-4011-96bc-77c51f981254
modern,4831048279452953,df8caeae-150a-4b1f-bcc9-677d99de249d
week,180094586968526,87a990d3-b300-4b3f-a206-cf3f2e0ffcd7
step,3585962816382038,b2bb1be7-5b82-4f69-a7f6-28e57d425c2c
president,30567865501078,7738155c-2e39-43e3-8715-aa3870c371c1
education,180000695116766,10f2f823-f96f-4a27-beb9-93e513cd00d8
exactly,4079670980183404955,51707aa9-e2e1-4c24-9ea6-75ae0c825ccb
produce,4886664889682666,f698dca6-b3dd-4b39-81fc-37f1983bf1e2
road,4273796980338763,7051989b-45ad-4ecc-ab4c-266be9e85471
become,5512475887705360,90315c34-0f06-4942-b8ee-c32af6cf51cf
few,180004682693423,fb3eb970-8fae-4d98-826c-3034ed7e149b
citizen,213125716913627,7b396d36-9892-450f-b37e-c5429e409b5d
article,372061982999411,a497cbc8-6042-4803-9800-c4f179a432b8
land,344641861740161,2ca133f1-fd79-43c7-9164-cfdc4397125f
business,213161069095571,38157e30-18e2-4bf0-89e9-165c3cdfc846
throw,213105227268505,0ea58d34-7edb-43ee-99f7-62b1ae6de7f1
environmental,4520471578924298,0f4ee61f-caeb-4b63-912b-2cec670c2def
reveal,675966211020,7cbf6b95-9e68-4422-8178-aed09c37f391
end,213140635051235,97efdd2e-5b35-4640-8f2c-c19c8b1dc370
rate,502067099445,f65e6d6a-4cc7-4a64-8763-f0560a9c1e27
study,4353019877701651,dff46f09-98bc-4cd0-a99a-6925a7a07098
behavior,4552590770683286,9f72efc0-76cc-458f-a23a-c22a8557b0b6
side,30595258728644,645c2ca6-985a-437a-88e8-a5431cf84578
former,379819554673141,203a648b-3811-4cf1-b1fb-fafa05f192c8
budget,4733091961804780620,61a45234-0fa9-4e1d-b88a-648fd799c2f5
outside,180070712703383,ad5ddf3e-c8b6-49e2-bc54-eda683d8dad0
unit,060493061828,7057d006-edad-4602-a1d6-ea63a8b1ede4
face,4257255818124,e64b3d29-859a-4fff-91bb-72afe7976876
wrong,4401059934063,15374697-4f29-4499-bcf4-271cb2bffdf8
commercial,6597319637268921,a6828e25-aa46-4df6-971b-19fe5782b143
service,4343594832719,2f3de459-0bec-4c3e-9a6a-6d9a3d71fb3e
student,4998970247394158,db8d80e3-3a5e-4242-85f8-8fbc3b95c7b8
seat,4405174807094160,03cfd32a-a67e-4726-bad4-e18a853188e7
market,2242058112130598,5852b41f-75a2-4898-86ec-f56997e5f8d0
leader,343084326660313,ef213442-16b2-4af4-b02b-d22ee84c7fca
point,6011832299858027,46764f80-7091-4026-933c-5ec2909b058b
special,4271689791476,322a99d2-f555-42a6-9037-deb33721e926
without,30221021988593,9f382713-3d1e-47c3-a8d6-31b1aab4a0b6
value,4055137837838560,1f3360e9-9d87-46b4-908c-5ef2358a42c3
much,4884235958961307,f2c69f27-c388-40d6-a7b5-9e1292c0debd
mean,573551528066,60ffacfa-8595-4e47-928f-378eceb8d4bd
decide,4265441182046522940,9afc0901-14ef-416d-ba98-f5f5f537ad3d
miss,180061137887703,d9abcb9d-b99e-4b6b-8f19-a245ad527f8d
politics,675951131845,2b2d65c8-3f6a-42e4-9a6e-6a52f6b4d8de
rock,4649280278725392,6631afc6-4ee0-4df5-9d18-c30b5a8fb394
plan,213103970200247,6c5f534f-f375-4fbc-9d58-d590b4ddcbcd
career,4210270652268989052,971ca4b4-738f-4919-9c37-828722d05468
when,4644078253906671,3a6c311b-4930-4b1f-83eb-d781bd607775
pass,4122949860498218832,93aa807b-317f-4e36-9572-962c58657ee1
individual,060420432647,31000a56-0efa-47af-859f-69cb1d6dbddd
response,38104266161930,cb2fe4b0-717e-48a4-bda6-5ca57cd28dfd
this,4263985054429127,1963af02-935a-4ec0-942f-9dde76ce3e73
collection,372737359580377,2e95334e-bce6-4fd9-b007-d4107c9b4f11
test,3580979492509119,a8056a8e-4920-40b0-89f7-b777a9d7479a
its,2382159686653427,edd31351-8177-4bd0-8bbf-fa1c4f25421f
change,379839375902685,9bedc616-0b2f-4cd0-b1ad-fccb15468bfe
into,4436043559903907,3e56bc9f-e633-4b0b-9bcc-270b96a0d6db
late,30565383706948,08670951-c5b9-4baa-a628-efa3e6b4d131
last,2231338057316052,7ee55673-1fc5-4b1f-8d1a-698d4d25cc25
eat,2661832301800597,4f89cf50-5175-41c8-8fb5-70534829a62c
together,180074279545716,38098448-970e-4993-ae5c-74885d3e0256
time,4043217148481,dc7c6ea5-28bd-40c5-8f44-32349e6bdc01
set,4260847503351356,1cd20e10-839e-4cbd-b7ce-90d0efd969dd
body,2257085578131457,ba2fc634-0f98-4ada-b27e-9f74ec4d09d7
under,3565344818444013,19277c78-05e6-495e-a1de-a3552cfed72b
help,501868376366,7dcaa0e4-b052-4eb6-b0fb-82be535adb80
high,3582894641821646,a8b1e180-9ff7-4172-b474-24bb1346e701
right,4076203796228525337,387ba2f7-b769-46f3-bd7d-ff75d35bf495
movement,6011033676294569,830b8bbd-ae4c-461b-9e0c-9d712763f1d7
herself,4654561875209142,0e4da374-0989-4286-967d-25393b4557e2
lead,4769196283225455,aa3ee02f-0da2-4984-ad87-84328d2f6a45
range,4384967027384823,95dc8308-9d06-40f2-87cb-3e2a61f42e67
about,4463937501626257290,0ad88de9-675d-461c-836e-f2d497e5bcc7
thing,3512262815907531,3e47acbc-abfc-4cd8-9ebd-c8d3ff5485bc
sense,30473035795734,78faad28-6554-4b13-b601-c8497e1bb3fd
field,675933062340,f7da10c9-0a4c-4f39-a100-908b82337756
nothing,4718035017705014,18177781-7dab-45bd-9acd-490c6286a3ac
rather,3554310572260286,3e2effeb-f20f-4709-86c7-6559c4915492
way,4062752459794067755,b65ffd16-2bde-4ec3-8e52-646e79f3a760
song,3537139857531000,21b72457-ba55-4d72-ad16-51aefc8a1ded
activity,4855917002034083,a14cf2fa-b6ea-496d-acaf-58bed22fd997
large,213144205927139,bb1f3a6b-82d0-4e1c-99d1-d7f4b3313a23
I,4646711141126012036,32b70071-a22d-45cc-85f7-eadd1d7f29b6
day,2416399094491941,36dcfca6-ef16-4441-b6bb-f2d09add3af1
to,675904391272,0333540b-1a08-4e7c-ba3a-f92f3b94f8e0
beat,639033299541,998e8cd6-cb4d-4803-832b-875ca8106603
wish,4697663737409511,21ff3c24-2326-41b2-b7ff-343232ec687d
letter,376199644121754,bd58b4e6-1d41-4282-8688-46cce23e5d2d
first,3545875677775331,32530319-740a-4a0a-847d-08792bd6af37
program,5550144505316470,15d39dae-7646-401a-a386-7a613482e77b
next,3505563019762708,68893ac2-aeef-4606-8860-83d1cd94be8f
summer,4335050449459,d4127f92-df8d-4f94-822d-ccd56089ce3d
firm,2410516133096813,90ae1bc7-fb5a-44f6-9532-0f87783c5a35
action,30292040505742,638f661d-dd28-4b53-9651-f2c98d6cfd5d
book,4063047637518686,87145bfb-4842-4715-8117-111831247c8a
tree,4312719987831,d9733d02-06c5-4cbd-a18e-882e368515b1
attention,2720063515188442,e128e17c-b6fe-4466-9bfb-bb5b7e300d19
happen,3506100283334044,6b73d123-26b4-4e77-a58b-ba8d179309f4
charge,30288623438582,c454bf9e-c964-491a-859f-34f2dfe8a123
spring,565322382955,06bb3e53-1a63-410f-9ddd-863b98de9300
democratic,4978293079317948,f56a02f3-36cb-4931-8a77-1c928beb7ca0
return,4850451750087701551,e785cbd1-90c1-465e-b184-cf4303e0a503
social,4865640279500663,f191db26-cc5b-4909-a254-578d2c0079db
Mr,6011059129976908,cc651b60-0971-4758-962a-fe098c80955c
skin,2276295896836094,ca871a34-c0c7-4030-aab6-2bbc93fc7c51
price,180036722596760,8a3094b4-34d1-4c50-995a-335ce3c66bb3
never,4854574160414921191,4cb8c6d6-a436-4cff-a47e-e32a24399c97
style,676191530739,bdeb38c3-38ef-46fc-b510-07241a0623d9
lawyer,3520967156952850,6efb9b85-2a3b-4a23-b551-8a395f52678a
nation,676162159807,0e556541-2389-4c09-a7bd-6db63b13aa5c
determine,501832790668,97aa5564-12db-43c1-9299-04fd5c3b0737
fine,180027288492494,332bfa72-f783-4f2c-bfd4-3c27431c6d74
both,4226400782480562,db5c443d-c884-4ad5-b82a-4b161d4d7594
go,38050384974615,dc33262e-3e3d-4f9a-8e18-f72f3ba1960c
just,4371496187307155,c61433e6-1de4-47b8-bf95-cbf4221d872d
fact,180014990528476,60124d7f-8d33-4e66-a07e-f85b18d359c4
answer,6543934653764127,37e5c09c-66bd-4b22-af8c-c68887888715
a,4768498740586,8c16745c-1188-4f8c-9ff7-7622aeb02fc6
general,4388361182830432252,5e4dbf6b-6216-4597-8826-f651544e2925
nature,30323098147085,0f2af120-d8c1-4c3e-9e48-e2a934cb6a39
entire,3513857615359368,66d3f5eb-279d-4e74-8e85-c9663e0a8e3b
hit,4917167710803460256,dec75b39-5914-4e5e-89dd-533f777e5e71
create,4863537044265406683,3533b6c5-7e8a-438e-90d2-e6386e0cd301
will,4942663471403384,03f4a9c4-b014-48c6-83a6-833834e9d608
describe,4499268647989659,85eb407c-0230-47ec-920d-ddb76ee662e9
consider,4354043638472161,ad322aae-bd16-4a56-b589-bd1c8fb47e80
marriage,30256676656392,0baf15ef-143e-467b-8e8c-9d4fda3dcb0b
ever,4473548313900258,74661617-e5c3-4976-9923-14fd83ed8c61
however,379525147677891,4ed30d04-93f5-43d6-8f52-81a990241af7
teacher,3565842535623132,8982999d-896d-4e22-b684-62b74c402a4d
painting,4820105667940,6a7e9049-edfb-4263-bcb1-78f806561691
free,4479358962883549892,72db95e8-3d61-498c-b17f-867909a71dc4
build,378573515749455,0c550045-fdc9-43c6-8fd1-0db1d6e5438d
morning,4944670020540762,01c435d2-4b8d-4c64-bffc-6ffca1edfe9a
fish,3533988979038755,701c816e-95fa-4ee5-8a6e-2b58a651dfb2
then,565377586898,7ee31213-d48e-4ada-9e7b-c65ef83279aa
Democrat,2443474937509576,944b442b-459e-4417-bf37-46c8308c4296
picture,36699352552696,c03a7539-c409-41cf-b18b-5cde13e7129d
wife,4339110204730,8c198c1c-ff8e-4b21-af99-49a829ea8b16
happy,502033519070,f2ddd274-656f-476a-ae0a-cc437e6eb1d4
current,377842796725778,7de69ca1-ec03-4251-bdb8-d5abd777a8a4
data,2265640528064636,466dfa1d-6f41-4bef-9e55-2952cf09af4f
all,4968071672038,fe6abfd4-8930-4657-b3d2-f752e59f8ecc
run,4411548201867,b2e1bcfa-df8b-4c14-8e24-b34be01a38d2
investment,3598029371823981,e91c2a98-23c8-4cb5-86b1-8bccced33f0c
three,3583162115209519,f7c57053-f053-40ca-812e-092185d31463
fill,4558308761645,a91dfe9b-ef96-44fd-9c57-316229cfa75b
admit,213108767448081,d9d8d39b-49aa-4e82-a739-afa5989b45fe
eye,3534943469346332,bda2de68-64b8-4240-901e-a85450d82d45
foot,4421320091501,2aaf953b-2881-4718-b545-e6ac53b58f22
let,502066521373,7f923064-ac45-4665-84f2-c6efcabeb137
sing,6011917462646943,137cbed8-75a9-402a-9d14-497ac8fd6e9a
start,4976070614623564,c87f62d1-8b97-48e3-aa0c-f5948fd4ba5a
culture,3526955152211896,4f71752b-ecf8-48dd-96b5-d2453139de98
nice,4995668954196491714,a76ef870-d1b3-4e69-924f-82d60b4ad308
anything,4731203640812689,5901380f-85df-4819-9410-838437b2cf16
edge,6011552380765580,a7b11767-724a-4b0f-8565-8398de9da1f4
new,4620654864116,b035b035-b2b4-4fd6-bc6d-db9d2b25769e
history,30572391425867,f19d12ff-155f-43a2-8f25-de4a229b3f77
reach,4746486941085,804c8adc-47ec-4037-b6e3-dd9c2ecb3251
resource,345257107429268,8aec5bab-85b6-403b-b649-d5b0e0a6b710
leave,4051240900133,3f7653e2-e727-4ebd-84ef-f3cd056e8074
everyone,180051513139662,b1b86fc1-40b9-4814-803c-92e0ada62337
trouble,180064195753361,43a36e98-b474-457e-a8e8-e1431bee9c7b
relate,345885798920144,7a5f6974-d01c-4946-8cb3-55e133ad3e93
drive,30438293681835,fea09fb8-da7f-4dc6-8ca4-86f0af338566
although,342410407196961,07ac607c-79ad-47ef-90a8-109cd4b68a05
tax,4645778545974499,c66fb968-1865-443a-9dda-c776d98ca51e
project,213179027888671,dadf3ec7-e4bb-4251-98b4-0cf570860e2e
develop,4661697632723149,fa36a134-0494-46e6-86f9-275ff49ac56d
those,344339070526758,c114b223-9c28-4544-96e4-3cc85811c6b0
available,4200248902191,d7c25dc4-bf70-4e1d-9cf3-8e482092467e
magazine,4294264022984,eba69642-d42c-45e2-852f-d8dee204d56d
poor,676295110636,9ff796d2-e402-4280-b3aa-350bdf9f9424
responsibility,4565203458690087,003f6631-d3d5-4ad8-b8a0-a39387d1159d
most,376644324667899,54418110-49e8-44af-b934-f95b567276cc
shoulder,4073635206417211,b5d3c01d-2dfd-4a7b-99b1-a98c3e5cfbbd
whom,6011959001876359,cf07d0b4-174f-4cc1-8944-0a93a581b424
leg,2259658661383892,0581e8fc-cdad-436f-b78a-b3fbbcadd6d6
of,4263955486764523912,2504886a-2932-4738-88ad-5bb9d1c8da73
society,4519365764372119,54101a8b-a301-45a3-b6c2-c86c576ac76a
our,374430553658250,1a117493-4777-4caf-8134-fb87ad559829
could,375876745509216,93fe79fd-efcf-43cb-bfea-7494b5f4ef17
college,3510946003887859,84234380-110f-42bb-a28d-4edbda2e2722
wonder,4979806147828883609,342e1b1c-bd5a-4b70-9071-aabcb18df081
ten,4954507801938,2d1d2fb6-a533-46e8-ad8d-de894ae8e3bf
person,4885885210321768983,2bcfc472-4ad6-4989-86ba-82e1ba273972
white,3505082240493017,1fe5abcf-3edc-4a1e-8e40-9ab75c8be5cd
notice,373757968270888,c1e02442-fe25-4e6e-8f87-2f93b7f7b1b4
board,377835258828684,0758f71f-e2ef-49fb-9810-88e634fc25c4
save,4289569676438722,d6de4c29-3003-48d1-b7a3-a3ee9aa28828
dinner,347300538523545,d969756f-dcb5-494a-93b4-76bcab45d649
air,4203002696985087,2969b105-9e53-4748-953d-d1962b9d1805
even,30334658858896,71b56adc-de1d-4db1-b2ea-7fc9f483f7be
simple,3581824668687043,e6405b93-459d-44ab-b546-cf9c769bf5cb
effect,180083697060356,51230723-e9f9-4107-9792-fc27cc8aca9d
if,3573822150987327,eee0dc28-40fa-4a64-980c-9e447ff2c20f
manager,060406350292,aee7ea25-32ce-4cc9-99ed-90451b8213df
source,6573204876276256,ba48dae2-50e1-4897-96ec-7c34589b9635
girl,4877169512251759732,fb90e074-cbb4-4970-a305-8c4f8591277b
choice,30598661369907,12a091a6-f557-4a75-b518-b0827507c1eb
brother,6561839750636028,f1803a89-884d-4545-a3cf-142a9dd3155f
her,4903555895273384,ff34f57c-b97d-480a-91d3-ee11c2762c0a
finally,6543367889446831,8fb9a356-52fa-4b9f-a842-a1dfbcc2e1f6
region,4208816587750838,e801e763-3432-442c-9872-15ead61c3f21
reflect,4195950080188,5df317dd-d694-4112-a047-5ba3a4d6445e
must,4024836669174204,d27f26bf-e725-4293-8b7c-e5e6eed326bd
art,4361592051914782932,e145277e-c96a-4e59-a675-0622324c5d54
born,38086528703577,fd0c6e21-98bd-4af8-8b92-411cd634b35a
nor,6515261803674459,ace2f86f-e6b3-4664-ae0e-2e18b25a731e
laugh,3504526013930168,80f2aa62-2cee-4682-aedd-399d52730aee
law,213171136786094,e8396fda-3bfc-4584-b83f-e4a8199e3e20
young,30171200996653,b9917f14-4c31-4c52-ac03-3a0e46015077
newspaper,213102487507631,d0b3516c-6021-41d7-9cb1-81eb283ad5a9
him,630420346482,b2e19413-f5bc-4334-b326-c63d017c3f58
bring,3599246960168706,f5d17c06-b497-4c4e-80ef-6b34250e08da
several,213185800441190,cdb142f1-9c72-4a6e-a097-a7c2ce21db98
back,373886933326762,73f378b3-910b-4f0f-a00c-3673b61cf536
community,3511826906713999,044d436a-2c0a-4541-8ef9-caf4c54bc064
involve,2345162180315309,ea7da2d7-5c77-4d55-a7b6-80786e7f172d
put,639001724967,a768f47c-4470-4429-89d8-06e2de523a70
health,501867462324,192090e4-bdd5-4828-99a0-5c481bb06fa5
ready,6532538220658374,7e14c26f-ab41-4d14-ba3c-9e7165235689
ground,4624051848852670,3c7d1863-0a2c-41ed-afdd-d8b13b311cf6
sign,372549140373404,2101902c-db04-4182-b485-e4d4acb3ddc0
always,4243565150868535685,7c77227f-c7f1-40fe-8f0e-b7d60a6a9eac
whose,4388096197038,5055ff55-d596-4ac2-a993-73630ec2477b
difficult,4109305542233783,756605d4-460d-48d7-bb01-0ca928520eda
major,370370458568572,a5877add-935e-435b-805d-6a510203b8b0
reason,213159778839156,dbbc4b54-21b9-446f-bd4b-f8baf582fbb2
red,4715000270823659,7697a774-3b27-49a7-b514-8751b5fdc4de
seek,5166261666221269,9b54e120-2366-4030-893c-c16385eea4f6
where,4072427848577267992,2a3639ba-0bcb-4c37-8fb3-08bf869329c4
in,4156380035851591,3436a4a3-f95e-4cf0-a1be-a113e7b996fb
successful,4042103095921,0c72b7a4-0338-4cec-9577-98eb15950d59
light,4582767418752,8d901a2e-c31f-468e-a734-10d454a36bff
rule,36741738814273,f1d54946-767c-48c5-8bf6-aa5f88e07d7e
skill,4253384289968081873,258c3bfb-c2f0-425f-96c0-1aba1c987440
increase,180090401598167,52db5495-da83-4718-b3fc-4166a614dcce
avoid,370025436845225,35162a5f-4902-4554-81de-ee44e7854ccc
information,30345495943113,b94dfc71-3d27-42fe-aa13-2fd42058b4c3
music,6526484972720245,98be6b42-31d8-48ed-abf4-d04b307ff6fd
local,2294669334493478,ad6d7162-068b-4d91-bde3-4fbda2a554f4
trial,4946248080632864561,ccd49a0c-c842-415f-a8bc-a8b6e286264b
dark,30158121428833,90c1b415-5477-417c-8aa0-0ff081125333
room,676346354316,0e893bf9-5950-4b3b-9165-ce3002833ae9
really,3581042665101799,1412e3bc-3eed-4d7b-8e71-c6c08a6d60e6
box,377887337832773,f4664264-f9cd-444a-b5d8-ffc70cc1dd45
see,4110454111525949748,ea399f22-6b8e-4a12-be00-d319a65bf4ad
somebody,180020356084913,32943b54-ff54-493b-a083-2446d1e0e718
over,4992972400158,83460e21-6b27-495b-882a-932508109d02
include,4209997345822006083,4967539e-223f-4ca3-be72-c03e652de374
rich,3556887260540028,75d00f9f-c15f-44cc-8b70-3e0c3a8b892b
control,4392268390496,f2b22381-f30b-40ed-986a-d360bcee3e41
million,4660409971547240313,fd66313b-0c68-40da-ad2d-f71861a7b6dc
challenge,566870113800,44fe280f-6e96-4330-afc4-d67fe81bb2e1
senior,4591789222921350,468276d1-73c6-4ac7-a218-4f66003cfb98
close,4325200254107,79ef3f5a-d2d8-4e6c-a857-59dcf440443b
floor,4013223393293581095,8dede21e-eba2-45d4-b360-980545150638
TV,3593274182524973,16771341-bfca-42bb-84a7-0fb169d38224
within,4168033266931717,a50efbe1-5b4d-4641-811d-002a88cd7baf
indeed,501807185803,22f0e282-89b1-4ae9-a806-97ef0a09e205
hospital,4038326899336009,d57d89e2-953f-45af-82ad-1d924c722894
clearly,30228578194608,fa8a185b-8f38-4e7b-9085-304ce991d662
drug,4330192057807,f5be612f-a7f3-4a4d-8b99-351962c91ee0
people,4779622061328,9bd47850-b7ef-4b77-9ae6-0d396117fe58
someone,30096334339324,3d7a935c-4a65-4f4e-9449-99c882b33f6d
score,3504693838208814,f8cc98ed-06cc-405a-b5b9-4dacd2912bc1
election,349052977358481,0d2b0e88-22bc-476a-aaca-2f78a4001502
usually,373725675956156,8703690d-e0b9-46cd-9ca9-3fac399f375e
now,4943311685579,7dcb70e9-915e-4b5f-a42e-c9ef9eadf10f
begin,213130283759825,a7877f5a-c7a4-489d-a8a2-e15f9c4604b9
camera,2298582060512344,c18582fe-3910-4ab6-8d0e-5ea7814ba227
almost,379474139020713,5d1ff519-3f0a-4183-a038-72bae02492e2
ok,180028743485834,f700cffc-8728-422b-8fd2-09f80665ee00
power,38798802185657,dfeb6f93-86fc-4652-9a86-64aa96dd5931
different,573564668974,5012290a-4ae8-453b-811a-aae85edcf398
debate,4454236122410270,ba177ee1-560e-427e-8040-383e5b42a78b
none,571469008189,53ae82e1-a779-4611-92ca-9804c906c6a0
them,4198326816780400,b4d83bae-b081-4f76-827d-06fb5ec186a6
deal,213124590592193,17e626b2-6e94-42bc-8d2c-d3b8a719caec
still,345799440131341,9879b7df-0874-4211-a5e6-d6eb31533d6a
window,213145407188172,780b78e7-b299-4e8e-a023-0086c3efe491
head,213160391501694,e5856ed8-42fb-4e65-8fbe-dc0b9b999cdf
decision,6580668902441079,b299f0f0-53aa-4b2b-898f-c9127b583067
star,676158674033,52ddd864-7a70-4bdd-b4cc-c5257de4c009
interest,4540854680841,1577d547-4f3f-42c4-803a-bb82da202ea7
management,4047749490167449681,ff5734be-8968-4504-ba1c-3c6982133299
hotel,4803472759272596,7e5744d2-e25e-49bb-9111-2dfd01126fbe
surface,344412995441989,0ab5766c-1d9d-41fa-bd7d-2aa9b956c5f2
for,30070741776972,1bcc050b-2195-40c8-9d8d-20a1809ed15e
live,376636550751306,8a1cfde9-a641-4c75-87ec-ef25a90e25a0
generation,4674503924050,bf0faaef-c8eb-4f9d-8e82-a50d318059b2
organization,30069346330763,c1e5f4de-2edd-4c74-9a89-13590941765a
lot,343998085870492,6cfa9dcd-0e6d-4b49-a038-826ba2586a36
look,342429582799001,c35151ca-588d-4feb-b7d3-b6b712623078
woman,3586005807096339,16d13c6e-7e5a-4a76-b094-f93a0a2f7c6b
at,3514763346468115,0785812a-270c-4dbb-a3a1-878f4098ee0c
result,4909303777575,926de3d0-8dbd-4ebd-9aff-386a7184f329
so,3516009358706028,b88d20aa-1667-4e9c-a0d6-58a016844906
exist,4978577034373164,81a89e4b-d2e0-41c0-9975-56d76e60f05b
